latitude,longitude,floor_material,bike,car,pigs,celular,moto,telephone,tv,wash_after_poop,water_source,sex,age
-25.1718287749,32.8173492831,Cement,yes,no,no,yes,no,no,yes,NA,Fontenary,female,22.861207142384
-25.4343095611,32.7099185991,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the house,male,50.9733002562088
-25.4745812228,32.9456712994,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,33.8186686195268
-25.0505066667,32.7842733333,Without,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,29.1021052736838
-25.102362909,32.9332637273,Adobe,no,no,no,no,no,no,no,NA,Fontenary,male,43.0639493059009
-25.4407649468,32.7791866478,Without,no,no,no,yes,no,no,no,NA,Unprotected well,female,60.7569709536286
-25.4493370965,32.7218609183,Cement,yes,no,no,yes,no,no,yes,NA,Protected well,female,19.2309198022722
-25.3689305379,32.9300192818,Cement,yes,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,23.0214681154776
-25.2829111315,32.8633640596,Cement,no,no,no,no,no,no,no,NA,Unprotected well,male,36.862819499744
-25.2659816767,32.8564291349,Cement,no,yes,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,27.3113210092598
-25.5821351983,32.6772812958,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,37.2952488973398
-25.2428906454,32.8489802458,Cement,no,no,no,NA,no,yes,yes,Only soap,Piped water in the yard,female,31.8364125230646
-25.3850068195,32.8167396085,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,male,28.4451027597249
-25.1914791948,32.8251549221,Cement,no,no,yes,NA,no,yes,no,Nothing,Piped water in the yard,male,26.8700715505623
-25.4038753843,32.9242514146,Cement,no,yes,no,yes,no,no,yes,NA,Piped water in the house,male,39.7205460370322
-25.4750437558,32.6836321197,Cement,no,no,no,NA,no,no,yes,Nothing,Protected well,female,35.7118822398168
-25.2517776797,32.8576102445,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,25.2257071598928
-25.5204681084,32.6199316756,Cement,no,no,no,yes,no,no,no,NA,Protected well,male,48.594105400661
-25.4585232459,32.5840759233,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,48.6130465416735
-25.0509146328,32.7629176684,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,56.7179749539463
-25.3233669351,32.8219341962,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,28.6656221369408
-25.1558837258,32.9530230104,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,20.2486276876221
-25.5609917525,32.6596857703,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the house,female,76.20954584876
-25.0941656305,32.918347478,Cement,no,yes,yes,yes,no,no,yes,NA,Piped water in the yard,female,30.6907669174508
-25.3426175526,32.9473919712,Cement,no,no,no,NA,no,yes,no,"yes, with water and soap",Piped water in the yard,male,22.941656061864
-25.2656950505,32.8622560691,Cement,no,no,no,no,no,no,no,"yes, with water and soap",NA,male,20.7480081604612
-25.4465685528,32.7725689236,Cement,no,no,no,yes,no,no,no,NA,Fontenary,male,31.5356077645535
-25.1172817422,32.9559348632,Adobe,no,no,yes,yes,no,no,no,NA,Fontenary,male,33.541491697102
-25.0536533333,32.7850833333,Cement,no,yes,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,29.0722760209333
-25.0512368687,32.7290087358,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,28.9817536255707
-25.1925762509,32.8449393175,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the house,female,41.2844180938657
-25.1567859488,32.7994991134,Without,no,no,no,yes,no,no,no,Nothing,NA,female,33.6112781052302
-25.2063599956,32.8353108681,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,32.7274417542314
-25.4387518246,32.7214886916,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,29.1345959740273
-25.0521792298,32.7837491016,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,27.2530060927689
-25.0705139908,32.8277927541,Cement,yes,no,no,yes,no,no,no,Nothing,NA,male,45.6276095277289
-25.0760415653,32.8179791824,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,43.5637712319477
-25.1627600982,32.7980915631,Cement,yes,no,yes,NA,yes,yes,no,Nothing,Piped water in the yard,male,18.3943454543819
-25.0730257855,32.7512709653,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,29.4296915121738
-25.0483386408,32.7835556513,Cement,no,no,no,yes,no,yes,no,Nothing,NA,male,39.2078745713263
-25.3910642714,32.8175460591,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,female,36.4857386152515
-25.4194263528,32.7417405516,Cement,yes,no,no,yes,no,no,no,Nothing,NA,female,21.1914390107409
-25.4397856901,32.7819154693,Without,no,no,no,yes,no,no,no,NA,Fontenary,male,27.0040275749155
-25.306269573,32.831618261,Cement,no,no,no,NA,no,no,no,Nothing,Piped water in the yard,male,20.3920106728874
-25.081323625,32.8433001712,Cement,no,no,no,no,no,no,no,Nothing,Piped water in the house,female,22.0309915535272
-25.1725800794,32.8155276059,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,20.7730571969904
-25.4033165439,32.6664258456,Cement,no,yes,no,yes,no,no,yes,Only soap,Piped water in the yard,male,34.8937507230639
-25.158207718,32.8030246692,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",Piped water in the yard,male,22.1092780386973
-25.2453665351,32.856629291,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,51.2565319704762
-25.060425255,32.7768427938,Cement,yes,no,no,yes,no,no,no,Nothing,NA,male,28.6957742610735
-25.5473545734,32.7044659407,Without,no,no,no,yes,no,no,no,NA,Fontenary,male,21.1719126189111
-25.5027655897,32.7340203925,Cement,yes,yes,no,yes,no,no,yes,Nothing,Piped water in the yard,male,25.9333331095195
-25.156819931,32.8083687904,Cement,no,no,yes,NA,no,yes,yes,Nothing,Piped water in the yard,female,34.1816467724451
-25.2764619931,32.8623415531,Cement,yes,no,no,yes,no,no,yes,Nothing,NA,male,23.5495626304993
-25.2381241512,32.8509000942,Cement,no,no,yes,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,44.5835135727838
-25.45433809,32.7610195821,Cement,no,no,no,no,no,no,no,Nothing,NA,female,51.4498913282117
-25.3933918326,32.8147767303,Cement,no,no,no,yes,no,no,no,NA,Protected well,female,25.0002664051387
-25.3839248499,32.7946219857,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,46.007045223082
-25.0708429693,32.8106093385,Cement,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,27.4186083760644
-25.5930062172,32.6838652901,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Unprotected well,male,34.8874964834312
-25.3870034932,32.6933045521,Mosaic / Hardboard,no,yes,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,53.152571926501
-25.4357954788,32.8935164248,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,23.6699990964524
-25.4171999081,32.7502472303,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",NA,female,23.7684968351963
-25.3192062291,32.8249728046,Adobe,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,35.4238785966953
-25.3277568492,32.7815909384,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,42.7091173918251
-25.5636677516,32.7061520179,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,33.5191969733742
-25.448484964,32.7719488349,Cement,no,no,no,no,no,no,no,Nothing,NA,female,63.8328274794889
-25.392065051,32.8158930204,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,male,28.9690329141588
-25.1885792175,32.964403407,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,33.8709700464525
-25.4173480562,32.7791410665,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,24.7956628166499
-25.3984218762,32.7863499279,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,48.8163967232075
-25.3957117186,32.7765977472,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,44.2917188530519
-25.444707372,32.7632336475,Cement,yes,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,34.7204720243703
-25.4423504175,32.7778868097,Adobe,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,42.3958895010429
-25.4856512728,32.7100303315,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,female,26.1159172925192
-25.4210705411,32.7093821933,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,59.9844787866476
-25.3066372481,32.8363012785,Without,no,no,no,no,no,no,no,NA,Protected well,female,57.3345088246735
-25.3923143528,32.8026350502,Without,no,no,no,yes,no,no,no,Nothing,NA,female,37.7388546007874
-25.2721629459,32.8613962404,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the house,male,57.4734731268087
-25.0550580837,32.7908153292,Without,no,no,no,no,no,no,no,NA,Protected well,male,78.3993699024732
-25.0541759192,32.7841294891,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the house,male,27.4981956124656
-25.4705933328,32.6556818492,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,23.1360714374988
-25.5561493933,32.6539751243,Cement,no,no,no,yes,no,no,no,NA,Fontenary,female,35.1823217809345
-25.1859393599,32.8326927893,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,24.4011718187867
-25.0422030891,32.7864607998,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,36.8197762303803
-25.3401236476,32.9584932506,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,44.3957451160653
-25.0518813365,32.7847401341,Cement,no,no,no,yes,no,no,no,NA,Protected well,female,27.4269969887791
-25.1604145536,32.8010305945,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,23.5582706801592
-25.4003087348,32.7948061294,Mosaic / Hardboard,no,no,no,yes,no,no,yes,"Only water, without soap",Protected well,male,46.0365986552114
-25.183868961,32.8236013892,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,34.6882230319182
-25.274337989,32.8622857615,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,37.5554544707391
-25.3780776122,32.7352452069,Cement,no,no,yes,NA,no,yes,yes,Nothing,Piped water in the yard,male,45.0239701566476
-25.1590640103,32.799974693,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,male,20.4545725116875
-25.0514691074,32.7621505702,Cement,yes,no,no,yes,no,no,no,NA,Fontenary,female,24.8192085534031
-25.2646712304,32.8559015405,Cement,yes,no,no,yes,no,no,yes,NA,Fontenary,male,22.5900093547506
-25.4064313603,32.7490694608,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,female,25.2646037914707
-25.3269320378,32.816721833,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Protected well,female,52.8440725848725
-25.0423451848,32.7904480182,Cement,no,no,no,yes,no,yes,no,NA,Unprotected well,female,27.8181766385167
-25.4410567564,32.7275787379,Cement,yes,no,yes,yes,no,no,yes,NA,Protected well,male,76.4761179969966
-25.2748626581,32.8718097718,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,44.5061166522502
-25.4334438149,32.781808756,Cement,no,no,no,no,no,no,no,NA,Unprotected well,female,31.57364934259
-25.5351296446,32.6238196744,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the house,female,45.4423059884494
-25.242440853,32.8627473441,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,63.6435064798503
-25.3902272311,32.7491747285,Cement,no,no,yes,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,52.0065157880047
-25.4203015916,32.7936839205,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,34.0530757139861
-25.4270523792,32.7447717085,Cement,no,no,yes,yes,no,no,no,Nothing,NA,female,21.8918273624778
-25.392252379,32.8155846384,Cement,no,no,no,no,no,no,no,Nothing,NA,female,48.454599798913
-25.4208997107,32.7884562656,Cement,no,no,no,yes,no,no,no,NA,Piped water in the house,male,31.0161106435192
-25.287346839,32.8655068,Cement,no,no,no,NA,no,no,no,"yes, with water and soap",Piped water in the yard,male,71.9909060667419
-25.2718005992,32.8533959883,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,24.7218770958909
-25.4838715172,32.7470187004,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,male,24.5457052169024
-25.2619094519,32.846517438,Cement,no,no,no,yes,no,yes,no,NA,Unprotected well,male,44.7817697595913
-25.4079422563,32.8041613007,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,25.4458237314883
-25.2415705552,32.8576966226,Cement,no,no,no,yes,no,no,yes,NA,Protected well,male,54.5208327418772
-25.1899143865,32.8264652043,Mosaic / Hardboard,no,no,no,yes,no,no,no,"Only water, without soap",NA,female,32.639551503296
-25.4755038503,32.7459092018,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,36.5412408639955
-25.1034054822,32.9062083864,Adobe,no,no,no,no,no,no,no,"Only water, without soap",NA,female,19.5410259697261
-25.095230789,32.9178472097,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,32.160538183786
-25.4247892181,32.7790113422,Cement,no,no,yes,yes,no,no,no,NA,Piped water in the yard,male,18.2546272529498
-25.280723699,32.7394920367,Cement,no,no,yes,yes,no,no,yes,NA,Piped water in the yard,female,33.1792690239814
-25.450484415,32.6774888787,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,19.1372378381059
-25.2444418293,32.8476907488,Cement,yes,no,no,yes,no,no,yes,NA,Unprotected well,female,21.3404036734617
-25.4110014282,32.8044693545,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,44.9709188430993
-25.2624135362,32.8756705981,Cement,yes,no,no,no,no,no,yes,Nothing,Protected well,female,42.7151283844955
-25.0543861027,32.7967973201,Without,no,no,no,no,no,no,no,NA,Protected well,male,23.120454298957
-25.4384413506,32.7727262279,Cement,no,no,yes,yes,no,no,yes,Nothing,Piped water in the yard,male,32.5967218592363
-25.2886519912,32.847220265,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,49.3346409234828
-25.3880274125,32.8146902524,Cement,no,no,no,no,no,no,no,NA,Protected well,male,25.5910976185036
-25.5558032304,32.7081121646,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,33.4320632272181
-25.407247933,32.910457482,Without,no,no,no,yes,no,yes,no,Nothing,NA,female,42.4694425287567
-25.5328107702,32.6819233995,Cement,yes,no,yes,yes,no,no,yes,Nothing,Unprotected well,female,20.2649539211782
-25.4760999801,32.6715003992,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,27.5288494355998
-25.3972015283,32.8086600628,Without,yes,no,no,no,no,no,no,"Only water, without soap",Protected well,male,41.5037805260382
-25.0524235228,32.7936498699,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,18.8306370243508
-25.4602480811,32.6659958546,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,21.4505343456517
-25.3988918405,32.8057444255,Cement,no,no,no,no,no,no,no,Nothing,NA,female,42.5348988278686
-25.5588218544,32.683143639,Adobe,no,no,no,yes,no,no,no,NA,Fontenary,female,39.1924037468563
-25.0603095928,32.7584259384,Cement,no,no,no,yes,no,no,yes,Only soap,Piped water in the yard,female,18.6076379702428
-25.057331192,32.7561946564,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,38.9944512829007
-25.4360604115,32.7325111809,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,31.5364295636303
-25.3583674802,32.9353784356,Cement,no,no,no,yes,no,yes,no,Nothing,NA,female,35.2445111321105
-25.5403992493,32.7207936014,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,37.0831056640437
-25.4315142357,32.7195143454,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the house,male,22.9503426812894
-25.4449762339,32.7619044332,Cement,no,no,no,NA,no,no,no,Nothing,Piped water in the yard,male,34.9905925662839
-25.3906020349,32.8075560209,Cement,no,no,no,no,no,no,no,NA,Unprotected well,female,20.4714043946275
-25.3909262763,32.8082474096,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,37.9653395023597
-25.4273557179,32.7743292802,Cement,no,no,no,no,no,no,no,NA,Unprotected well,male,31.7684335312794
-25.4266968439,32.7808501794,Without,yes,no,no,yes,no,no,yes,NA,Unprotected well,male,67.2438262925981
-25.3945691279,32.8020913204,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,female,23.5733367600055
-25.5165380532,32.7289471707,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,34.3471530575946
-25.0976591041,32.8663489318,Cement,no,no,no,yes,no,yes,no,NA,Unprotected well,male,19.6140260916734
-25.4026982261,32.6947124082,Cement,no,no,no,no,no,no,no,Nothing,NA,male,27.5701329544919
-25.3922623927,32.7322403637,Without,no,no,no,yes,no,no,no,Nothing,NA,male,39.1829021509557
-25.0883003034,32.8507870513,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,38.6030656864097
-25.2970602073,32.8400481607,Mosaic / Hardboard,no,yes,no,NA,no,yes,yes,Nothing,Unprotected well,male,49.4300451055746
-25.3296996998,32.6362185578,Cement,no,yes,no,NA,no,yes,yes,Nothing,Unprotected well,male,23.7270866410754
-25.0459094273,32.7897706973,Cement,yes,no,no,yes,no,no,yes,NA,Protected well,female,55.6334026105116
-25.5794200102,32.6648246497,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,26.681356653428
-25.2648344329,32.8708422629,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,68.7053144975336
-25.0730669534,32.8257915732,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,29.0270451482599
-25.3921007548,32.7198352176,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,50.0907677098528
-25.4407334633,32.7692100973,Without,no,no,no,no,no,no,no,Nothing,NA,female,23.1430344534155
-25.383848021,32.7202956163,Cement,no,no,no,yes,no,no,no,Nothing,Protected hole with manual pump,male,22.0037460719845
-25.0467504455,32.7871689651,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,41.3266160105789
