latitude,longitude,floor_material,bike,car,pigs,celular,moto,telephone,tv,wash_after_poop,water_source,sex,age
-25.1730622922,32.8175234759,Cement,yes,no,no,no,no,no,yes,NA,Piped water in the yard,male,45.2480636515422
-25.3599317469,32.7489711152,Mosaic / Hardboard,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,25.7902141197931
-25.4492281969,32.7384951216,Cement,no,no,no,NA,yes,yes,yes,Nothing,Piped water in the yard,male,29.958637649602
-25.4850180143,32.7134277154,Cement,yes,no,no,NA,yes,yes,yes,"Only water, without soap",Piped water in the yard,female,22.0980232172001
-25.1550539228,32.7989906843,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,35.4012825762363
-25.4403989279,32.7781207483,Cement,no,no,no,no,no,no,yes,Nothing,Piped water in the yard,female,51.385609626603
-25.3974234701,32.8144774961,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,19.0123426013881
-25.3845387672,32.7989690055,Adobe,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,49.3733595871188
-25.4251483451,32.7717816248,Without,no,no,no,yes,no,no,no,NA,Unprotected well,male,37.5192554494802
-25.0570341046,32.7621330893,Without,no,no,no,yes,no,no,no,NA,Unprotected well,male,25.1201593226197
-25.5105162583,32.7282144204,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,54.8790177535193
-25.2874297166,32.8581346455,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,49.0595425914466
-25.0566662373,32.7863651584,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,36.5289550394318
-25.3193483351,32.7794217458,Cement,no,no,no,yes,no,yes,no,Nothing,NA,male,47.1325099865738
-25.3904636344,32.7818780327,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,female,59.9607017567943
-25.0551353377,32.7571087259,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",Piped water in the yard,female,43.3075192819238
-25.2779717823,32.8594137293,Cement,yes,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,49.1019196333807
-25.4094533528,32.7559239745,Cement,no,no,no,yes,no,no,no,NA,Fontenary,female,24.7662150302931
-25.5527726806,32.6481750213,Cement,yes,no,no,NA,no,no,yes,"Only water, without soap",Piped water in the yard,female,28.4745809006656
-25.4079770875,32.7937419863,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,31.9736064548253
-25.3119330474,32.6366677755,Mosaic / Hardboard,no,no,no,yes,no,no,yes,NA,Fontenary,female,19.308912582931
-25.4286371288,32.7864736272,Cement,no,yes,no,yes,no,no,yes,NA,Piped water in the house,male,40.2837541243794
-25.4086901879,32.7400385448,Cement,yes,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,30.1646779402555
-25.0829074561,32.8430345384,Cement,no,no,no,yes,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,48.9403145593653
-25.268131934,32.8555723202,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the house,female,68.2230742381255
-25.3868744442,32.8084828195,Cement,yes,no,no,yes,no,no,yes,NA,Unprotected well,female,27.8801846927312
-25.4083135816,32.7914445704,Cement,yes,no,no,yes,no,no,no,NA,Unprotected well,male,74.8326180376645
-25.457210269,32.7696994678,Cement,yes,no,no,no,no,no,yes,"Only water, without soap",Piped water in the yard,female,31.5792877984421
-25.0566867124,32.7772619291,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,39.6349287749151
-25.3810165326,32.820332286,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,male,32.4713081397294
-25.0132358497,32.8533164166,Cement,no,no,no,no,no,no,no,Nothing,NA,female,32.7021780005228
-25.1530454808,32.790834441,Cement,no,no,no,yes,no,no,no,NA,Piped water in the house,male,37.2444137985283
-25.1943000449,32.8385478169,Cement,yes,yes,no,yes,no,no,yes,"yes, with water and soap",Piped water in the house,female,28.6900487681031
-25.4296192098,32.7839775204,Cement,no,yes,no,yes,yes,no,yes,NA,Piped water in the yard,female,20.8815856687796
-25.0540971725,32.7948814397,Cement,no,no,no,yes,no,no,no,Nothing,Protected hole with manual pump,female,63.2265491898818
-25.5375128745,32.7184880892,Adobe,yes,no,no,yes,no,no,no,NA,Unprotected well,male,32.5692776230928
-25.2645060903,32.8557006379,Without,no,no,yes,yes,no,no,no,Nothing,Piped water in the yard,male,31.9231755180688
-25.4538634039,32.6902687198,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,56.6468363202874
-25.4113107974,32.8014876425,Cement,yes,yes,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the house,female,46.0504407148221
-25.1644471435,32.8069205429,Cement,yes,no,no,yes,no,no,no,NA,Piped water in the yard,male,21.5471174570013
-25.373105374,32.7735744303,Cement,yes,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,21.8583905696944
-25.0987411375,32.9324645208,Cement,no,no,no,yes,no,no,no,Only soap,Piped water in the yard,male,18.0154138308654
-25.0588788921,32.7665718595,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,35.3826005838195
-25.2978,32.711285,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,43.8030848377541
-25.5075673267,32.7242952613,Adobe,no,no,no,no,no,no,no,Nothing,NA,male,24.4526334001995
-25.267499496,32.8640728023,Cement,no,no,no,no,no,no,no,NA,Unprotected well,female,38.2454713516827
-25.3919221942,32.8133050132,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,57.7947150191157
-25.2838874038,32.7370745751,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,female,20.816252175347
-25.4387916436,32.6791509779,Cement,no,no,no,NA,no,yes,no,"yes, with water and soap",Piped water in the yard,female,51.1056928644705
-25.0528780162,32.7763583045,Cement,no,yes,no,yes,no,no,yes,Nothing,Piped water in the yard,female,22.589228865
-25.054173068,32.7842349352,Cement,yes,no,yes,NA,no,yes,yes,Nothing,Piped water in the yard,female,23.1364315495805
-25.2640596716,32.8782979112,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,20.9414742263944
-25.1062991977,32.9373262843,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,42.3672022099442
-25.3912068279,32.8172524981,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,18.9505429047087
-25.2649668613,32.8663304264,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the house,male,32.9192320892737
-25.3970355622,32.804088358,Cement,no,no,yes,yes,no,no,no,NA,Protected well,male,24.6971549606912
-25.5946402391,32.6822950657,Cement,no,no,no,yes,no,no,no,Nothing,Unprotected well,male,23.4642738463753
-25.4960090955,32.6572865003,Adobe,no,no,no,NA,no,yes,no,Nothing,Protected well,female,18.8935691128491
-25.0560474418,32.7579721511,Mosaic / Hardboard,no,yes,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,61.0476260457432
-25.2645112566,32.8505770531,Cement,no,no,no,no,no,no,no,NA,Protected well,male,53.441453985944
-25.3833667505,32.9156474937,Cement,no,no,no,yes,no,no,yes,Nothing,NA,female,37.837043261319
-25.5444182723,32.6417087956,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,67.6226083404723
-25.2710345555,32.8612895352,Cement,yes,no,no,yes,no,no,yes,NA,Unprotected well,male,28.9278228788492
-25.4916457806,32.650600354,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,40.7571911654588
-25.4610350761,32.9573000349,Cement,yes,no,no,yes,no,no,no,NA,Fontenary,female,32.8888221883018
-25.448334188,32.7691798618,Without,no,no,no,no,no,no,no,NA,Unprotected well,male,25.7278629860134
-25.0507672392,32.7724950381,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Protected well,female,37.1195524766457
-25.5586699475,32.7058095881,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,female,27.4795787111932
-25.4392412794,32.6931969761,Adobe,no,no,no,NA,no,yes,no,"Only water, without soap",Protected well,male,27.142783858258
-25.0739188601,32.8415451318,Cement,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,40.7565060509766
-25.3950388365,32.7236899266,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,19.1841259929411
-25.4217382442,32.7536715835,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,47.1558259356008
-25.4502330167,32.7717817575,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,30.185476954949
-25.4684292887,32.7560433568,Without,no,no,no,yes,no,no,no,Nothing,NA,female,56.1763774883286
-25.3375137092,32.9603698409,Cement,no,no,no,NA,no,yes,no,Nothing,Protected hole with manual pump,female,19.7382134824108
-25.1548537133,32.7984559341,Adobe,yes,no,no,yes,no,no,no,NA,Fontenary,male,26.9017804098447
-25.0630638637,32.8129959591,Without,no,no,yes,yes,no,no,yes,Nothing,NA,female,38.4903265387218
-25.5065250805,32.7222516078,Cement,no,no,no,yes,no,no,yes,Nothing,NA,female,65.4660752441577
-25.3965669415,32.787688486,Without,no,no,no,yes,no,no,no,NA,Fontenary,male,26.8615200805651
-25.4218446475,32.7912954448,Cement,yes,no,no,yes,no,no,no,NA,Fontenary,female,23.6263565398369
-25.4004988615,32.9161206507,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,61.5102213879477
-25.1087106339,32.9502096482,Cement,no,no,yes,NA,no,yes,no,Nothing,Piped water in the yard,female,59.9060262577271
-25.2440767808,32.8535787619,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,42.6775548162936
-25.0580617782,32.7617613082,Cement,no,no,yes,yes,no,no,yes,NA,Piped water in the yard,male,37.6451639449853
-25.4830991263,32.9393935795,Cement,yes,no,no,yes,no,no,yes,Nothing,NA,female,25.9944201879788
-25.3921422116,32.7826737168,Without,no,no,no,yes,no,yes,no,NA,Piped water in the yard,male,48.6067843339731
-25.2617094087,32.8755102745,Cement,no,no,no,yes,no,no,no,NA,Protected well,female,30.1815544237304
-25.4087634031,32.8018321618,Cement,no,yes,no,yes,no,yes,yes,NA,Piped water in the house,female,33.8171651505757
-25.4231015379,32.7895073779,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,42.7882470375554
-25.4105159302,32.7920638737,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,32.2228207443386
-25.0532862764,32.7791336633,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,22.2477280841894
-25.4406690266,32.7202538978,Adobe,no,no,no,yes,no,no,no,Nothing,NA,female,32.4210780094881
-25.4332872617,32.7814012241,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,33.2013584414379
-25.4746380619,32.747152096,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,28.6945125619237
-25.534690238,32.6623042987,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,30.1256089176617
-25.0509733958,32.7820791575,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,32.5782849008389
-25.1702624575,32.7973889469,Mosaic / Hardboard,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,52.3745168373885
-25.4131244953,32.8027900885,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,male,21.5561892684391
-25.1556482957,32.8003230626,Marble / Granulite,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,29.3264662655475
-25.2949980957,32.8376361922,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the house,female,57.6278936489989
-25.0568768182,32.7788782519,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,33.7360823975845
-25.3873996791,32.8003906509,Cement,yes,no,no,yes,no,no,no,"yes, with water and soap",Protected well,male,51.6727308994326
-25.3891868668,32.8071202187,Cement,no,no,no,no,no,no,yes,NA,Piped water in the yard,female,60.0113776799393
-25.2757720753,32.8685906786,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",NA,male,37.3846928411545
-25.4549464586,32.6089620427,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",NA,male,20.7323142106528
-25.0475618626,32.78442358,Without,no,no,no,no,no,no,no,NA,Unprotected well,female,23.6715648055076
-25.0523088492,32.7565897283,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,26.4219246695617
-25.35123,32.813625,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,25.6863290341041
-25.0572960993,32.7934952054,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,20.0453820810351
-25.3585178445,32.7488882969,Adobe,no,no,no,no,no,no,no,Nothing,NA,male,49.5079777245966
-25.1810194775,32.821220205,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,23.4490169411579
-25.0737162437,32.7496133015,Cement,no,no,yes,yes,no,no,yes,Nothing,Piped water in the yard,female,53.6095644129551
-25.2777617693,32.8578917649,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,32.5478736021993
-25.3843343646,32.8029388575,Cement,no,no,yes,yes,no,no,yes,NA,Unprotected well,female,20.038469951119
-25.4450501131,32.716402913,Cement,no,no,yes,yes,no,no,no,NA,Unprotected well,female,27.4775954239146
-25.0915118252,32.9167167624,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,42.0782185096961
-25.4182844177,32.796062704,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the house,female,28.0416660642951
-25.5637466452,32.6778743173,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",Piped water in the yard,male,34.4477995647479
-25.1536372293,32.7892959341,Cement,no,no,no,yes,no,no,no,Only soap,Unprotected well,female,18.4255544422644
-25.4035972965,32.7961902313,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,23.0387992982788
-25.3939274533,32.8166792538,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,22.5993616653118
-25.1603351295,32.9359139102,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,female,33.3650743542919
-25.2411037719,32.8516245073,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,18.1715463136257
-25.1716838343,32.803625759,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,24.4422850561251
-25.1518506146,32.7905530234,Cement,yes,no,yes,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,27.2126669546129
-25.4111633872,32.8029788993,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,41.219011978543
-25.4639708252,32.6775837593,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,30.1400544208308
-25.5089017567,32.7207929537,Cement,yes,no,no,yes,no,no,yes,NA,Unprotected well,female,49.0618382312388
-25.4194414254,32.700843988,Cement,no,no,no,no,no,no,no,Nothing,Piped water in the yard,female,72.240637443747
-25.4342213684,32.7701605828,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the house,male,43.2741274579084
-25.2486994229,32.859177323,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,27.248345640048
-25.1452471112,32.956472222,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,27.4551901721899
-25.3681912477,32.8214483309,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,34.704109638353
-25.4664011994,32.6637110049,Cement,no,no,no,no,no,no,no,Nothing,NA,male,40.3644653243309
-25.2428815114,32.8602133197,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,20.446861160351
-25.4046848796,32.7947318863,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,19.8639538447645
-25.5712166667,32.6805873252,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,26.7429107710205
-25.0559333014,32.7924546165,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the house,male,24.5859373844948
-25.4147706633,32.7779658744,Without,no,no,no,yes,no,no,no,NA,Unprotected well,female,28.5445157947147
-25.3976604797,32.8129849642,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the house,female,37.77828265642
-25.3822881109,32.7958178665,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,26.8683374026368
-25.5232248455,32.7322693245,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,69.9520361035389
-25.0537527849,32.7854119423,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,45.9906729127177
-25.0501612177,32.7854405761,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,35.3884207105657
-25.3848983526,32.8156862413,Cement,no,no,no,yes,no,no,no,Only soap,Piped water in the yard,female,26.2038784628788
-25.426186074,32.7860317423,Adobe,no,no,no,yes,no,no,no,Nothing,NA,female,50.09978787558
-25.3941193026,32.7534231588,Cement,yes,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,46.0301236807807
-25.3460311618,32.7854536529,Cement,yes,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,22.4320668908956
-25.5153434166,32.6942088215,Cement,yes,no,no,yes,no,no,no,Nothing,Unprotected well,male,40.0192808325726
-25.4970839515,32.7396841722,Mosaic / Hardboard,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the house,male,35.9759885546425
-25.1740879655,32.8164090271,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,male,35.1700437327721
-25.3243945991,32.8188490267,Mosaic / Hardboard,yes,no,no,yes,no,no,yes,NA,Fontenary,male,38.0294579795313
-25.2780367536,32.8704577173,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,28.6728672546614
-25.1505946705,32.7974288438,Without,no,no,no,yes,no,no,no,NA,Fontenary,female,22.1690343851731
-25.4492368248,32.7649018578,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,female,50.8900471023843
-25.4689174853,32.7318720301,Without,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,30.7086539843261
-25.369552037,32.8111771033,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,41.3208399307176
-25.4776788865,32.7495234857,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,45.9007863159398
-25.4066213422,32.8032000267,Adobe,yes,no,no,yes,no,no,no,NA,Unprotected well,female,64.5934075813064
-25.2944307884,32.8115303259,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,27.5009990227738
-25.0331373401,32.7806502225,Cement,no,no,no,yes,no,no,no,NA,Protected well,male,45.5282963161799
-25.2646028031,32.8565868492,Cement,no,no,no,NA,no,yes,no,Only soap,Piped water in the yard,male,62.4040964604855
-25.4973936551,32.6473028411,Cement,yes,yes,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,28.4340027878287
-25.5703797958,32.6964308079,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,25.9741384021124
-25.323729068,32.7741181673,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,28.0804681868518
-25.161817918,32.8123720243,Without,no,no,no,yes,no,no,yes,Nothing,NA,female,18.9090172033391
-25.0501093031,32.7810569262,Without,no,no,no,yes,no,no,no,Nothing,NA,male,43.6651116148911
-25.1804690446,32.8212381492,Cement,no,no,yes,yes,no,no,no,Nothing,Piped water in the yard,female,44.8937997380925
-25.1073356359,32.9487996319,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,20.9509384065583
-25.2477533613,32.8637370778,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,20.1474737430582
-25.3681154124,32.8016911977,Cement,no,yes,no,yes,no,no,yes,"yes, with water and soap",Piped water in the house,female,28.2373474424606
-25.4428854899,32.7695023867,Without,no,no,no,no,no,no,no,Nothing,NA,female,62.1822941805766
-25.4360800075,32.7086165074,Without,yes,no,no,yes,no,yes,no,"yes, with water and soap",NA,male,43.7599936941045
-25.4332466722,32.7846828459,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,41.6596586196054
-25.1673026373,32.8116377605,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,41.6846869927467
-25.3851829168,32.8058716104,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,21.1628417736692
-25.5112358242,32.7338970447,Without,no,no,yes,no,no,no,no,Nothing,NA,female,41.1719133221433
-25.0579333621,32.7632755366,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,29.3414653371091
-25.2753716305,32.856373369,Without,no,no,no,yes,no,no,no,Nothing,NA,female,24.3060625374858
-25.1508763789,32.7980865209,Adobe,yes,no,no,yes,no,no,no,NA,Protected well,female,35.3966123610896
-25.4379578978,32.765334077,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,18.2794147531525
-25.3919300293,32.7904291829,Cement,no,no,no,no,no,no,no,Nothing,NA,male,48.4156317545137
-25.0578869654,32.7672851217,Cement,yes,no,no,yes,no,no,no,NA,Piped water in the yard,male,33.7020911548644
-25.4968410713,32.6476607885,Cement,yes,no,no,yes,no,no,yes,Nothing,Piped water in the house,male,50.8330768469147
-25.496001075,32.7375419441,Cement,yes,no,no,yes,yes,no,yes,"Only water, without soap",Piped water in the yard,female,28.1167638809234
-25.2705707377,32.8482690611,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,53.6931976237469
-25.116545262,32.9556891181,Cement,no,no,no,yes,no,no,no,NA,Fontenary,female,28.0402944138309
-25.3844366069,32.7969651337,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,25.9340317361949
-25.160101341,32.7928405219,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,female,18.331698004476
-25.3889082711,32.7978930284,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,42.4396626249196
-25.0231431357,32.8558140752,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,38.6845376126725
-25.2790035727,32.8628928211,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,female,64.4648349755487
-25.4841943109,32.6763103622,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,47.928170407552
-25.3998171803,32.9037360698,Cement,no,no,no,yes,no,no,yes,NA,Unprotected well,female,33.2051819029844
-25.0537780243,32.7814629315,Cement,no,no,yes,yes,no,no,yes,Nothing,NA,male,48.6647351496085
-25.3780353439,32.8141699476,Adobe,no,no,no,yes,no,no,no,Nothing,NA,female,27.5278827848392
-25.1772224769,32.849270994,Cement,yes,yes,no,NA,yes,yes,yes,"Only water, without soap",Piped water in the yard,male,35.438449553732
-25.189856239,32.8313015922,Mosaic / Hardboard,no,yes,no,yes,no,no,yes,"Only water, without soap",Piped water in the house,female,39.8859835995377
-25.3849758482,32.7814091259,Mosaic / Hardboard,yes,no,no,yes,yes,no,yes,NA,Piped water in the yard,male,44.6120541768772
-25.0585272235,32.794667537,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,26.735967435445
-25.287742964,32.7402257194,Cement,yes,no,yes,NA,no,yes,yes,Nothing,Piped water in the yard,female,28.8458286807283
-25.3954913763,32.7916640323,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,25.3823177386209
-25.3993000715,32.9038020013,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,male,48.9794462713366
-25.4979072282,32.658276423,Cement,yes,no,yes,NA,no,yes,yes,Nothing,Unprotected well,female,19.5086620927662
-25.4128882108,32.7638325267,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,19.3137254197469
-25.3000903653,32.8374620086,Cement,yes,yes,no,yes,no,no,yes,NA,Piped water in the yard,male,43.0439285383965
-25.5165925758,32.6538320716,Cement,no,yes,no,yes,no,yes,yes,NA,Piped water in the yard,female,28.599569813564
-25.390305,32.8014183333,Cement,no,no,yes,NA,no,yes,yes,Nothing,Piped water in the yard,female,32.0834580226281
-25.449876549,32.763094433,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",Piped water in the yard,female,29.0088724283333
-25.4079849361,32.7977677971,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,26.3541555111909
-25.5378281597,32.7154015214,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,19.6340010577643
-25.4351392984,32.7443761803,Mosaic / Hardboard,yes,yes,no,yes,no,no,yes,"yes, with water and soap",Piped water in the house,male,38.5086090600021
-25.0504658399,32.7868015246,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,20.0690346134724
-25.3896747886,32.8015050966,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,28.567130248847
-25.2812836519,32.8699835851,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Protected well,male,29.7758022379149
-25.0549105537,32.7784061484,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,24.0565775841561
-25.1832848047,32.8237015531,Cement,no,no,yes,yes,no,no,yes,NA,Piped water in the yard,female,31.0722184022892
-25.0475184706,32.7896084174,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,32.727675277363
-25.4532716141,32.7676727049,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,57.1299829273194
-25.5741912832,32.6693422451,Cement,no,no,no,no,no,no,no,NA,Others,female,23.4412822729275
-25.1128504811,32.951412798,Cement,yes,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,male,32.9642393493678
-25.3957992623,32.7941124742,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,52.0254731466537
-25.4483404156,32.6930839741,Without,no,no,yes,no,no,no,no,NA,Protected well,male,18.850084742705
-25.3247149029,32.6931971268,Cement,yes,yes,no,yes,no,no,yes,NA,Piped water in the yard,male,33.9532961787575
-25.3958939608,32.8110823178,Cement,no,no,yes,yes,no,no,no,Nothing,Unprotected well,female,35.5217482993515
-25.4405559477,32.7688689104,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,23.2942843314396
-25.2618255765,32.8713763911,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,22.7334652629719
-25.5709022839,32.6672285449,Cement,no,no,yes,no,no,no,yes,NA,Piped water in the yard,male,31.5779630679257
-25.4388635312,32.7555025308,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,52.9959612403131
-25.4021524826,32.8031247054,Without,yes,no,yes,yes,no,no,no,Nothing,NA,female,60.7247270315746
-25.1389842584,32.9578128573,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,28.9132537751618
-25.4002354395,32.7975289282,Adobe,no,no,yes,yes,no,no,yes,NA,Unprotected well,male,62.2860192307437
-25.0614124023,32.7648096517,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,female,24.0862562587501
-25.0480581123,32.7835698208,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,27.8382888960351
-25.3920973777,32.7880347517,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,78.5796775677625
-25.3968767838,32.8132870876,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,41.4923823543256
-25.2822445904,32.9843054104,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,27.6179726452515
-25.38581,32.8005,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",Piped water in the yard,female,33.7039177842356
-25.4137238223,32.6847701833,Adobe,no,no,no,no,no,no,no,Nothing,NA,male,23.6838634841046
-25.0519865743,32.7847088517,Cement,no,no,yes,yes,no,no,no,"yes, with water and soap",Piped water in the yard,female,38.5525910253444
